qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009121743.1_African_bat_icavirus_PREDICT-06105	24.7	2316	1341	73	77	2205	152	2250	1.65e-141	491
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_002956074.1_Cosavirus_A	25.0	2248	1299	71	89	2178	80	2099	4.49e-140	486
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_653077.1_Equine_rhinitis_B_virus_1	24.5	2495	1404	78	40	2205	243	2587	3.15e-137	479
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_004564619.1_Pigeon_picornavirus_B	46.3	449	231	5	1761	2205	14	456	7.68e-129	412
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009116874.1_Bovine_picornavirus	25.2	2351	1339	84	62	2205	82	2220	1.86e-128	451
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_AJD39294.1_Bopivirus_A	25.2	2351	1339	84	62	2205	82	2220	1.86e-128	451
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009553012.1_Goose_picornavirus_1	24.5	2282	1320	77	97	2203	363	2415	3.29e-125	441
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_LPSF20501_Guangdong_chinese_water_snake_picornavirus_8328bp	23.7	2450	1385	86	61	2205	214	2484	4.51e-121	428
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_YP_003853287_Oscivirus_A2	24.9	2306	1332	90	89	2201	153	2252	1.65e-117	416
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009380518.1_Canine_kobuvirus	24.6	2306	1364	84	97	2203	311	2440	8.85e-117	414
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_004782207.1_Mouse_kobuvirus_M-5_USA_2010	24.5	2397	1409	89	9	2203	237	2435	1.82e-115	410
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_740257.1_Aichivirus_B	24.1	2319	1372	82	97	2203	316	2459	3.87e-114	405
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NP_740257_Bovine_kobuvirus	24.1	2319	1372	82	97	2203	316	2459	3.87e-114	405
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_047200.1_Aichi_virus_1	24.1	2319	1354	89	97	2203	305	2429	5.85e-113	402
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009138081.1_Porcine_kobuvirus	24.6	2181	1326	78	177	2203	438	2454	7.92e-113	401
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_001686841.1_Bovine_rhinitis_B_virus	23.8	2246	1298	77	89	2202	311	2275	7.43e-112	398
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_YP_009028557_Rosavirus_A2	29.7	1169	694	39	1126	2205	1325	2454	9.48e-112	398
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009000902.1_Caprine_kobuvirus	24.3	2307	1383	74	97	2203	332	2475	3.78e-111	396
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009505618.1_Rosavirus_M-7	29.0	1179	692	40	1126	2205	1325	2457	4.43e-110	392
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_ZGLXR119682_Guangdong_chinese_water_skink_picornavirus_8049bp	28.1	1201	727	40	1095	2205	1208	2362	3.17e-108	386
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_LPWC175499_Yili_teratoscincus_roborowskii_picornavirus_1_8343bp	27.6	1176	728	35	1125	2205	1244	2390	2.93e-107	383
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NP_653143_Porcine_teschovirus	29.3	1152	686	39	1123	2205	1143	2235	7.19e-107	382
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009664723.1_Bat_picornavirus	23.6	2344	1367	80	77	2202	285	2423	9.13e-107	382
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009290629.1_Rosavirus_B	28.7	1162	710	37	1126	2205	1361	2485	9.69e-107	382
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009067077.1_Salivirus_FHB	24.3	2113	1311	76	249	2204	374	2355	1.73e-105	377
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009026384.1_Mosavirus_A2	27.8	1215	704	38	1104	2201	1387	2545	6.16e-105	376
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_008802588.1_Feline_sakobuvirus_A	23.3	2171	1345	66	177	2204	356	2349	1.16e-104	375
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009513027.1_Equine_rhinitis_A_virus	27.2	1160	733	34	1108	2202	1131	2243	2.74e-103	370
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_003065643.1_Salivirus_A	24.3	2111	1318	72	249	2204	375	2360	2.14e-102	367
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009362314.1_Harrier_picornavirus_1	29.0	1229	701	43	1125	2205	1279	2483	6.30e-101	363
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_002956072.1_Cosavirus_E	28.8	1034	632	30	1239	2205	1115	2111	5.66e-99	356
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009290630.1_Rosavirus_C	28.7	1158	709	40	1126	2205	1362	2480	3.34e-98	354
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009026376.1_Human_cosavirus	28.6	1053	615	30	1239	2205	1118	2119	3.90e-98	353
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like-Picornaviridae_QFX66142.1_Macaca_fascicularis_picornavirus	29.2	1035	612	36	1239	2201	1097	2082	3.32e-97	350
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009118269.1_Lesavirus_1	28.8	1016	624	37	1243	2197	1244	2221	9.15e-97	349
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_002268402.1_Senecavirus_A	27.6	1033	643	32	1239	2205	1187	2180	1.95e-96	348
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009508290.1_Picornavirus_HK21	27.3	1248	724	41	1095	2180	1452	2678	2.28e-96	348
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009118270.1_Lesavirus_2	29.0	1018	632	34	1239	2203	1221	2200	9.19e-95	342
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009666862.1_Hainan_gekko_similignum_picornavirus	27.8	1151	711	42	1102	2177	1142	2247	2.43e-88	322
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009352243.1_Bovine_rhinovirus_1	26.9	1034	667	33	1239	2201	1196	2211	5.18e-88	320
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009505600.1_Bovine_rhinitis_A_virus	26.9	1034	667	33	1239	2201	1196	2211	5.18e-88	320
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Cartilaginous_DHBYCGS18742_Wenling_sharpspine_skate_picornavirus_7948bp	23.1	2384	1371	101	62	2202	156	2320	2.23e-85	312
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009030047.1_Duck_megrivirus	27.0	1151	645	38	1224	2205	1714	2838	1.47e-84	310
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009054903.1_Chicken_gallivirus_1	23.5	2186	1325	82	247	2203	420	2487	1.65e-84	309
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_006576515.1_Turkey_gallivirus	27.9	1175	719	41	1125	2203	1328	2470	8.34e-84	307
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009329856.1_Livupivirus_A	27.0	1034	640	35	1239	2204	1366	2352	1.54e-82	303
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009448192.1_Passerivirus_sp.	27.9	1159	726	42	1120	2202	1539	2663	3.10e-82	302
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009552280.1_Hedgehog_dicipivirus	33.3	619	365	18	1623	2205	904	1510	2.91e-80	293
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009214667.1_Gallivirus_Pf-CHK1_GV	23.3	2162	1361	80	247	2203	404	2472	1.26e-78	290
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009179351.1_Chicken_sicinivirus_JSY	27.6	1208	680	44	1120	2182	1677	2834	1.92e-78	290
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009054898.1_Chicken_picornavirus_1	26.9	1203	694	41	1120	2182	1247	2404	1.41e-77	286
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_LPXYC213122_Hainan_oriental_leaf-toed_gecko_picornavirus_7969bp	26.1	1159	743	34	1125	2205	1345	2467	7.31e-77	284
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_WHJYGF75857_Chinese_softshell_turtle_picornavirus_2_8117bp	25.7	1043	667	35	1239	2201	1378	2392	1.58e-72	270
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009423853.1_Falcon_picornavirus	25.1	1186	713	37	1106	2181	1185	2305	4.53e-72	268
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_003853309.1_Oscivirus_A1	34.5	458	278	11	1760	2201	13	464	1.14e-69	242
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_XYHYC185246_Wenling_triplecross_lizardfish_picornavirus_8591bp	29.5	705	436	21	1538	2204	1868	2549	3.28e-69	259
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009241363.1_Tortoise_rafivirus_A	35.4	441	258	12	1758	2182	11	440	6.14e-69	240
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_LPWC210215_Yili_teratoscincus_roborowskii_picornavirus_2_7471bp	24.1	1180	753	34	1128	2200	1115	2258	1.12e-68	257
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Amphibia_GDYYC83005_Guangdong_fish_caecilians_picornavirus_8318bp	27.2	1019	616	38	1239	2180	1480	2449	2.12e-68	256
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like-Picornaviridae_QEA03479.1_Duck_picornavirus_duck/FC22/China/2017	25.4	1175	712	46	1126	2200	1023	2133	4.07e-68	255
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009508298.1_Shanbavirus_A	26.4	1022	650	32	1239	2195	1146	2130	9.18e-68	254
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_YP_009164030_Phopivirus	25.2	1203	718	39	1120	2205	1083	2220	9.62e-68	254
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like-Picornaviridae_AIF74248.1_Bat_picornavirus	26.9	1049	654	41	1239	2205	825	1842	4.92e-67	251
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_740359.1_Teschovirus_A	34.0	456	277	11	1759	2205	11	451	5.81e-67	234
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009133208.1_Falcovirus_A1	26.8	1082	601	46	1239	2201	1279	2288	2.68e-66	249
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_WHJYGF74978_Chinese_softshell_turtle_picornavirus_1_9196bp	29.0	717	443	28	1540	2205	2046	2747	8.77e-66	248
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009553696.1_Rhimavirus_A	34.9	435	260	11	1758	2177	11	437	2.53e-65	229
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_WHWGC151314_Chinese_broad-headed_pond_turtle_picornavirus_1_9218bp	32.6	561	316	18	1697	2205	2215	2765	2.59e-65	246
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009021777.1_Sicinivirus_A	33.8	479	269	15	1754	2202	7	467	4.35e-64	226
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009361828.1_Miniopterus_schreibersii_picornavirus_1	30.2	463	302	11	1758	2205	10	466	9.54e-64	225
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009513029.1_Rabbit_picornavirus	32.2	528	329	13	1696	2202	114	633	1.25e-63	229
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NP_653151_Avian_encephalomyelitis_virus	25.6	1053	619	40	1239	2201	1143	2121	1.04e-62	238
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_XDXMC21480_Wenling_crossorhombus_picornavirus_7790bp	25.5	1043	648	39	1239	2175	1302	2321	7.56e-62	235
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009505614.1_Bat_hepatovirus_BUO2BF86Colafr2010	26.7	1072	615	46	1239	2203	1183	2190	9.28e-62	234
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009513028.1_Foot-and-mouth_disease_virus_-_type_O	27.6	655	424	20	1589	2204	1684	2327	2.89e-61	233
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_LPSG10844_Guangdong_red-banded_snake_picornavirus_7371bp	25.9	1071	625	41	1239	2201	1255	2264	2.45e-60	230
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009505613.1_Rodent_hepatovirus_KEF121Sigmas2012	24.5	1059	622	43	1239	2191	1219	2205	9.30e-60	228
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009345890.1_Goose_megrivirus	27.4	758	467	25	1507	2205	2238	2971	9.86e-59	225
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_041008.1_Hepatovirus_A	25.0	1036	626	34	1239	2182	1218	2194	1.06e-58	224
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NP_041007_Hepatovirus_A	25.0	1036	626	34	1239	2182	1220	2196	1.06e-58	224
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009111406.1_Tortoise_picornavirus	32.2	438	278	10	1758	2182	11	442	1.16e-57	207
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_003853298.1_Passerivirus_A1	32.6	469	285	15	1758	2203	11	471	1.55e-56	204
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_BHFishC188617_Beihai_conger_picornavirus_7532bp	23.6	1058	656	29	1239	2177	1204	2228	4.08e-56	216
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like-Picornaviridae_APA29019.1_Picornaviridae_sp_rodentCKPicoVTibet2014	25.5	1001	636	38	1239	2180	1193	2142	5.18e-56	216
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like-Picornaviridae_AXQ03965.1_Zebrafish_picornavirus-1	30.7	613	369	24	1602	2179	1789	2380	8.39e-55	212
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like-Picornaviridae_QID57933.1_Zebrafish_picornavirus-1	30.7	613	369	24	1602	2179	1790	2381	1.88e-54	211
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_XDXMC49056_Wenling_scaldfish_picornavirus_1_7748bp	24.6	1059	674	30	1239	2205	1402	2427	9.51e-54	208
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009351863.1_Bakunsa_virus	25.8	1017	618	36	1239	2192	1284	2226	2.02e-53	207
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009505612.1_Rodent_hepatovirus_CIV459Lopsik2004	24.1	1026	644	35	1239	2182	1236	2208	4.54e-53	206
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009505615.1_Kunsagivirus_A	25.3	1029	626	35	1239	2173	1230	2209	1.99e-51	201
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_008119844.1_Sebokele_virus_1	31.8	465	277	12	1763	2202	16	465	1.72e-49	183
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009100112.1_Chicken_orivirus_1	24.1	1103	707	37	1125	2180	920	1939	3.95e-47	186
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_705884.1_Ljungan_virus	29.8	443	283	10	1760	2183	13	446	1.19e-44	169
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_XTXMC52140_Wenling_brown-lined_puffer_picornavirus_7523bp	27.3	608	377	21	1617	2182	1709	2293	1.66e-44	178
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Reptile_GXSXC128972_Guangxi_changeable_lizard_picornavirus_1_8758bp	27.7	556	346	19	1694	2201	1917	2464	8.63e-44	176
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_XQTMC45688_Wenling_bighead_beaked_sandfish_picornavirus_7822bp	23.3	1063	680	34	1239	2202	1258	2284	4.77e-42	170
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009164966.1_Phopivirus	29.5	481	291	17	1760	2205	12	479	1.68e-41	160
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_006607894.1_Bluegill_picornavirus	23.2	1061	676	43	1235	2194	1299	2321	2.73e-40	164
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_008992090.1_Carp_picornavirus_1	30.4	447	269	15	1763	2174	16	455	6.01e-40	156
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_NP_705605.1_Tremovirus_A	28.8	410	254	13	1821	2201	73	473	1.88e-39	154
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Lungfish_FZFYF120546_Western_African_lungfish_picornavirus_7332bp	29.6	514	304	22	1702	2175	1671	2166	5.82e-38	156
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009054902.1_Chicken_picornavirus_5	30.2	354	207	11	1125	1451	1530	1870	8.84e-33	139
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009021445.1_Melegrivirus_A	31.3	351	207	10	1125	1451	1598	1938	8.91e-33	139
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_YP_009021445_Turkey_megrivirus	31.3	351	207	10	1125	1451	1598	1938	8.91e-33	139
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009054901.1_Chicken_picornavirus_4	30.3	357	203	12	1125	1451	1526	1866	4.44e-32	137
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009508462.1_Penguin_megrivirus	38.6	223	126	6	1239	1451	1670	1891	4.46e-32	137
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009513232.1_Chicken_megrivirus	29.9	354	208	11	1125	1451	1532	1872	5.82e-32	137
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_LXMC183013_Beihai_wrasse_picornavirus_5055bp	24.6	743	453	30	1239	1899	542	1259	1.44e-22	105
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Picornaviridae_YP_009508929.1_Turkey_avisivirus	25.7	436	287	15	1763	2180	16	432	1.62e-22	102
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_YXMC111438_Wenling_lepidotrigla_picornavirus_7518bp	35.8	159	91	3	1239	1387	1180	1337	3.62e-22	104
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009553470.1_Sugar_beet_cyst_nematode_virus_1	22.8	578	326	25	1702	2181	2552	3107	8.38e-20	97.1
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_LXMC178843_Wenling_banjofish_picornavirus_2_5318bp	36.8	144	88	1	1228	1368	594	737	2.43e-18	92.0
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	narna-levi-like_add_APG77185.1_Sanxia_narna-like_virus_2	37.5	144	75	3	1240	1369	1	143	5.79e-18	89.0
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_LXMC34076_Wenling_banjofish_picornavirus_1_8173bp	37.3	161	91	3	1212	1363	1267	1426	1.01e-17	90.1
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009333513.1_Beihai_picorna-like_virus_101	24.2	579	338	27	1698	2192	909	1470	1.73e-16	85.9
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	narna-levi-like_YP_009337619.1_Wenzhou_narna-like_virus_9	38.0	137	73	3	1239	1363	366	502	1.08e-15	83.2
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	narna-levi-like_YP_009336759.1_Hubei_narna-like_virus_12	37.7	146	75	3	1239	1369	340	484	2.37e-15	82.0
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009336539.1_Hubei_picorna-like_virus_40	23.4	509	309	26	1738	2176	2340	2837	8.64e-15	80.5
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	narna-levi-like_YP_009337422.1_Wenzhou_shrimp_virus_10	39.3	117	62	2	1236	1343	198	314	1.71e-14	79.0
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009336621.1_Hubei_tetragnatha_maxillosa_virus_1	23.5	443	270	17	1623	1999	1185	1624	1.42e-12	73.2
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009333590.1_Beihai_picorna-like_virus_65	24.0	579	336	27	1693	2182	1431	1994	7.17e-12	70.9
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	narna-levi-like_YP_009333147.1_Beihai_narna-like_virus_15	37.7	114	62	3	1239	1343	96	209	1.41e-11	69.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009345053.1_Wuhan_spirurian_nematodes_virus_1	22.1	389	224	16	1853	2180	1850	2220	6.21e-11	67.8
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009336939.1_Shahe_heteroptera_virus_1	29.9	177	114	3	1220	1387	1450	1625	1.38e-10	66.6
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009333460.1_Beihai_picorna-like_virus_110	22.8	381	251	15	1838	2180	1468	1843	6.94e-10	64.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009333165.1_Shahe_arthropod_virus_1	30.4	158	88	5	1239	1376	365	520	1.10e-09	63.5
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NP_783196_Feline_calicivirus	32.5	126	82	2	1236	1361	471	593	2.14e-08	59.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Caliciviridae_YP_009345598.1_Bat_sapovirus	32.5	126	81	2	1239	1364	468	589	4.95e-08	58.2
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009336581.1_Changjiang_picorna-like_virus_12	30.5	164	93	7	1239	1381	475	638	8.19e-08	57.4
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Caliciviridae_YP_009109564.1_San_Miguel_sea_lion_virus_8	30.7	127	77	2	1239	1361	628	747	1.09e-07	57.0
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009337019.1_Hubei_picorna-like_virus_74	31.8	148	93	4	1239	1379	379	525	1.48e-07	56.6
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Secoviridae_YP_009508092.1_Artichoke_yellow_ringspot_virus	33.3	120	74	3	1239	1354	257	374	7.01e-07	54.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Amphibia_TQSWC27674_Zhejiang_gunthers_frog_calicivirus_2_7655bp	26.7	131	95	1	1239	1368	424	554	7.32e-07	54.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Caliciviridae_YP_009140468.1_Vesivirus_ferret_badger_JX12_China_2012	30.6	124	81	2	1239	1361	602	721	1.22e-06	53.5
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009345905.1_Beihai_picorna-like_virus_59	27.7	155	97	4	1239	1378	554	708	1.66e-06	53.1
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Rayfin_DSYS20867_Wuhan_sharpbelly_calicivirus_6479bp	28.6	154	107	3	1211	1363	253	404	8.13e-06	50.8
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Caliciviridae_YP_006347580.1_Bat_sapovirus_TLC58_HK	29.4	126	85	2	1239	1364	472	593	1.07e-05	50.4
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_Caliciviridae_YP_007111844.1_Mink_calicivirus	27.6	127	81	2	1239	1361	629	748	2.36e-05	49.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_YP_007111844_Mink_calicivirus	27.6	127	81	2	1239	1361	629	748	2.36e-05	49.3
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_YP_022762_Sapovirus_Mc10	27.6	123	84	1	1239	1361	471	588	5.38e-05	48.1
Picornaviridae_Enterovirus_echovirus_31_VMR1011548_62	picorna-like_NA_YP_009337057.1_Wenzhou_picorna-like_virus_37	29.5	129	67	3	1239	1343	1072	1200	1.58e-04	46.6
